ticket_id,install,opened,category,body,first_response_h,resolved
T002497,I02639,2025-08-25,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",12,True
T002498,I02641,2024-07-19,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",3,True
T002499,I02641,2024-09-08,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",1,True
T002500,I02645,2026-02-02,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",18,True
T002501,I02646,2025-12-29,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",1,False
T002502,I02646,2025-10-20,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",1,True
T002503,I02648,2026-01-07,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",54,True
T002504,I02650,2025-06-26,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",1,True
T002505,I02651,2025-10-05,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",1,True
T002506,I02652,2026-07-11,wear,"drive wear and vibration, continuous three shift operation since install",1,True
T002507,I02653,2025-05-19,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",8,True
T002508,I02659,2025-09-11,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",12,True
T002509,I02659,2025-01-13,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",54,True
T002510,I02660,2025-07-07,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",12,True
T002511,I02660,2025-09-02,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",30,False
T002512,I02661,2025-12-17,electrical,"intermittent contactor fault, panel resets on its own, no pattern found",4,True
T002513,I02664,2026-01-02,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",1,True
T002514,I02666,2026-01-17,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",3,False
T002515,I02667,2025-01-08,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",1,True
T002516,I02668,2026-03-18,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",12,True
T002517,I02669,2026-02-08,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",30,False
T002518,I02669,2025-09-14,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",54,False
T002519,I02669,2025-10-16,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",96,True
T002520,I02670,2026-06-15,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",30,True
T002521,I02670,2025-11-04,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",12,True
T002522,I02673,2025-11-16,user-error,"guard interlock left open, machine correctly refused to start, user error",18,True
T002523,I02675,2024-10-09,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",3,True
T002524,I02676,2025-07-18,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",3,True
T002525,I02677,2024-05-14,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",8,True
T002526,I02678,2025-04-21,electrical,"intermittent contactor fault, panel resets on its own, no pattern found",3,True
T002527,I02680,2026-01-05,electrical,"control board error code 21, replaced the relay, fault cleared",12,True
T002528,I02680,2025-05-17,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",12,True
T002529,I02681,2025-09-21,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",96,True
T002530,I02681,2026-07-10,electrical,"intermittent contactor fault, panel resets on its own, no pattern found",54,True
T002531,I02683,2026-01-01,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",54,True
T002532,I02684,2025-05-22,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",30,True
T002533,I02685,2025-09-07,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",18,True
T002534,I02686,2025-06-17,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",8,True
T002535,I02687,2025-10-16,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",8,False
T002536,I02687,2025-06-27,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",3,True
T002537,I02689,2025-10-05,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",3,True
T002538,I02689,2025-10-14,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",8,True
T002539,I02693,2024-12-11,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",30,False
T002540,I02694,2025-05-01,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",30,True
T002541,I02699,2025-09-01,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",96,True
T002542,I02700,2025-05-26,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",4,True
T002543,I02701,2026-08-16,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",8,True
T002544,I02703,2024-07-23,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",12,True
T002545,I02704,2025-07-15,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",8,False
T002546,I02704,2025-10-18,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",18,True
T002547,I02705,2026-05-04,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",3,True
T002548,I02706,2025-05-16,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",96,True
T002549,I02706,2025-11-02,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",12,True
T002550,I02706,2025-06-02,user-error,"wrong operating mode selected, user error, showed the team the correct sequence",4,True
T002551,I02709,2025-06-28,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",40,True
T002552,I02710,2024-09-30,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",18,False
T002553,I02712,2026-01-10,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",18,True
T002554,I02713,2025-09-20,wear,"drive wear and vibration, continuous three shift operation since install",30,True
T002555,I02715,2025-11-23,user-error,"guard interlock left open, machine correctly refused to start, user error",3,True
T002556,I02717,2025-09-06,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",8,True
T002557,I02721,2025-05-26,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",12,True
T002558,I02721,2025-03-17,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",54,False
T002559,I02721,2025-06-24,electrical,"intermittent contactor fault, panel resets on its own, no pattern found",96,True
T002560,I02723,2025-01-10,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",3,True
T002561,I02723,2025-04-23,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",1,True
T002562,I02723,2024-12-10,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",1,True
T002563,I02723,2025-06-27,electrical,"intermittent contactor fault, panel resets on its own, no pattern found",18,True
T002564,I02725,2025-12-08,wear,"drive wear and vibration, continuous three shift operation since install",12,True
T002565,I02727,2025-03-11,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",3,True
T002566,I02728,2025-08-10,wear,"excessive wear on rollers, unit running 24h, duty cycle far above rating",1,True
T002567,I02729,2025-05-25,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",3,True
T002568,I02729,2024-06-22,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",3,False
T002569,I02729,2025-01-29,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",1,True
T002570,I02732,2025-10-18,wear,"drive wear and vibration, continuous three shift operation since install",8,True
T002571,I02733,2025-09-09,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",12,True
T002572,I02733,2025-10-03,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",30,True
T002573,I02733,2026-01-24,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",4,True
T002574,I02737,2024-11-07,electrical,"intermittent contactor fault, panel resets on its own, no pattern found",3,True
T002575,I02738,2025-03-27,electrical,"control board error code 21, replaced the relay, fault cleared",18,True
T002576,I02741,2025-05-15,overheat,"thermal shutdown again at 41C ambient, passive cooling cannot keep up in summer",3,True
T002577,I02741,2025-11-03,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",1,True
T002578,I02741,2025-06-25,overheat,"recurring overheat alarm, heat soak in the enclosure, thermal derate all afternoon",8,True
T002579,I02742,2025-04-26,electrical,"control board error code 21, replaced the relay, fault cleared",8,True
T002580,I02742,2025-04-10,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",3,True
T002581,I02743,2026-02-06,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",30,True
T002582,I02744,2026-01-13,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",12,True
T002583,I02746,2026-07-13,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",30,True
T002584,I02746,2025-11-04,user-error,"operator loaded above rated capacity, retrained the crew, no defect found",30,False
T002585,I02750,2025-07-16,wear,"drive wear and vibration, continuous three shift operation since install",18,True
T002586,I02752,2026-01-20,overheat,"machine stops when ambient climbs, thermal fault logged, restarts after cooling",3,True
T002587,I02752,2025-10-01,overheat,"overheating during afternoon peak, thermal protection engaged, cooling fins caked",40,True
T002588,I02752,2025-11-20,overheat,"unit shuts down midday, ambient 44C on the yard, thermal cutout trips repeatedly",8,True
T002589,I02753,2025-01-20,wear,"belt slippage and wear, machine never idles, wear parts replaced twice",30,True
T002590,I02753,2025-02-12,electrical,"power supply dropout, breaker tripped once, wiring inspected and fine",12,True
T002591,I02754,2025-08-04,wear,"bearing play after continuous running, wear on the drive belt, third shift usage",54,True
